결제구분,접수일자,품목 및 규격,수량,단가,합계,데이터기준일자
결제,2024-07-02,소파(3인용),1,5000,5000,2024-07-02
미결제,2024-07-02,청소기(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-07-02,홈시어터(모든규격),1,0,0,2024-07-02
결제,2024-07-02,대나무자리(5m당),1,2000,2000,2024-07-02
결제,2024-07-02,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-07-02,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-07-02,서랍장(5단 이상),1,5000,5000,2024-07-02
결제,2024-07-02,소파(4인용),1,8000,8000,2024-07-02
결제,2024-07-02,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-07-02,소파(2인용),1,3000,3000,2024-07-02
미결제,2024-07-02,소파(2인용),1,3000,3000,2024-07-02
미결제,2024-07-02,선풍기(모든규격),1,0,0,2024-07-02
미결제,2024-07-01,서랍장(4단 이하),1,2000,2000,2024-07-02
미결제,2024-07-01,쌀통(기본형),1,2000,2000,2024-07-02
결제,2024-07-01,책상(일반용),1,5000,5000,2024-07-02
결제,2024-07-01,책상(일반용),1,5000,5000,2024-07-02
결제,2024-07-01,소파(3인용),1,5000,5000,2024-07-02
결제,2024-07-01,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-07-01,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-07-01,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-07-01,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-07-01,의자(1인용),1,2000,2000,2024-07-02
미결제,2024-07-01,카페트(180x180cm 미만),1,5000,5000,2024-07-02
미결제,2024-07-01,매트리스( ),1,8000,8000,2024-07-02
결제,2024-07-01,침대(1인용세트),1,11000,11000,2024-07-02
결제,2024-07-01,욕조(성인욕조(1인용)),1,5000,5000,2024-07-02
결제,2024-07-01,유아용놀이매트(5m당),1,2000,2000,2024-07-02
미결제,2024-07-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-07-01,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-07-01,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-07-01,유아용카시트( ),1,2000,2000,2024-07-02
결제,2024-07-01,"유모차,휠체어( )",1,2000,2000,2024-07-02
미결제,2024-07-01,유아용전동차( ),1,2000,2000,2024-07-02
결제,2024-07-01,공기청정기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-07-01,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-07-01,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-07-01,탁구대( ),1,8000,8000,2024-07-02
결제,2024-07-01,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-07-01,책장(4단 이하),1,2000,2000,2024-07-02
미결제,2024-07-01,소파(1인용),1,2000,2000,2024-07-02
미결제,2024-07-01,서랍장(5단 이상),1,5000,5000,2024-07-02
미결제,2024-07-01,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-07-01,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-07-01,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-07-01,소파(2인용),1,3000,3000,2024-07-02
미결제,2024-07-01,소파(2인용),1,3000,3000,2024-07-02
미결제,2024-07-01,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-07-01,거울(110x120cm미만),1,2000,2000,2024-07-02
결제,2024-07-01,카페트(180x180cm 미만),1,5000,5000,2024-07-02
결제,2024-07-01,카페트(180x180cm 미만),1,5000,5000,2024-07-02
결제,2024-07-01,카페트(180x180cm 미만),1,5000,5000,2024-07-02
결제,2024-07-01,화분(대형),1,2000,2000,2024-07-02
결제,2024-07-01,화분(대형),1,2000,2000,2024-07-02
결제,2024-07-01,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-07-01,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-07-01,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-07-01,유아용미끄럼틀( ),1,5000,5000,2024-07-02
결제,2024-07-01,상(5인 이상),1,5000,5000,2024-07-02
결제,2024-07-01,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-07-01,유리(1m 이상),1,5000,5000,2024-07-02
결제,2024-07-01,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-07-01,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-07-01,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-07-01,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-07-01,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-07-01,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-07-01,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-07-01,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-07-01,매트리스( ),1,8000,8000,2024-07-02
결제,2024-07-01,"침대틀(1,2인용)",1,8000,8000,2024-07-02
미결제,2024-07-01,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-07-01,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-07-01,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-07-01,아기침대(세트),1,5000,5000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,골프가방( ),1,3000,3000,2024-07-02
결제,2024-07-01,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-07-01,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-07-01,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-07-01,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-07-01,소파(2인용),1,3000,3000,2024-07-02
결제,2024-07-01,소파(4인용),1,8000,8000,2024-07-02
결제,2024-07-01,가정용운동매트( ),1,2000,2000,2024-07-02
미결제,2024-07-01,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-07-01,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-07-01,안마의자( ),1,13000,13000,2024-07-02
결제,2024-07-01,책상(일반용),1,5000,5000,2024-07-02
결제,2024-07-01,매트리스( ),1,8000,8000,2024-07-02
결제,2024-07-01,책장(5단 이상),1,5000,5000,2024-07-02
미결제,2024-07-01,협탁(보조책상)( ),1,2000,2000,2024-07-02
미결제,2024-07-01,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-07-01,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-07-01,협탁(보조책상)( ),1,2000,2000,2024-07-02
미결제,2024-07-01,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-07-01,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-07-01,장식장(90x180cm 미만),1,5000,5000,2024-07-02
결제,2024-07-01,매트리스( ),1,8000,8000,2024-07-02
결제,2024-07-01,매트리스( ),1,8000,8000,2024-07-02
결제,2024-07-01,신발장(높이 1m 미만),1,2000,2000,2024-07-02
결제,2024-07-01,컴퓨터(본체(모든규격)),1,0,0,2024-07-02
결제,2024-07-01,책상(일반용),1,5000,5000,2024-07-02
결제,2024-07-01,전기(가스)난로(높이 1m 미만),1,0,0,2024-07-02
결제,2024-07-01,침대(2인용세트),1,13000,13000,2024-07-02
결제,2024-07-01,소파(1인용),1,2000,2000,2024-07-02
결제,2024-07-01,소파(2인용),1,3000,3000,2024-07-02
결제,2024-07-01,파라솔( ),1,3000,3000,2024-07-02
결제,2024-07-01,전자레인지(모든규격),1,0,0,2024-07-02
결제,2024-07-01,소파(3인용),1,5000,5000,2024-07-02
결제,2024-07-01,TV거실장(120cm 초과),1,5000,5000,2024-07-02
미결제,2024-07-01,TV거실장(120cm 초과),1,5000,5000,2024-07-02
미결제,2024-07-01,전자레인지(모든규격),1,0,0,2024-07-02
미결제,2024-07-01,소파(2인용),1,3000,3000,2024-07-02
결제,2024-07-01,"간판(가로, 세로 1m 이상)",1,8000,8000,2024-07-02
결제,2024-07-01,액자(높이 1m 이상),1,3000,3000,2024-07-02
결제,2024-07-01,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-07-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-07-01,상(4인 이하),1,2000,2000,2024-07-02
결제,2024-07-01,청소기(높이 1m 이상),1,5000,5000,2024-07-02
결제,2024-07-01,배기후드( ),1,2000,2000,2024-07-02
결제,2024-07-01,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-07-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-07-01,장식장(90x180cm 미만),1,5000,5000,2024-07-02
결제,2024-07-01,장식장(90x180cm 미만),1,5000,5000,2024-07-02
결제,2024-07-01,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-07-01,배기후드( ),1,2000,2000,2024-07-02
결제,2024-07-01,돗자리( ),1,2000,2000,2024-07-02
결제,2024-07-01,세탁기(10kg 미만),1,5000,5000,2024-07-02
결제,2024-07-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-07-01,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-07-01,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-07-01,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-07-01,청소기(높이 1m 이상),1,5000,5000,2024-07-02
결제,2024-07-01,소파(3인용),1,5000,5000,2024-07-02
결제,2024-07-01,침대(1인용세트),1,11000,11000,2024-07-02
결제,2024-07-01,화장대(거울포함),1,5000,5000,2024-07-02
결제,2024-06-30,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-06-30,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-30,책장(4단 이하),1,2000,2000,2024-07-02
미결제,2024-06-30,"어항(가로, 세로 1m 이상)",1,5000,5000,2024-07-02
결제,2024-06-30,식기세척기( ),1,5000,5000,2024-07-02
결제,2024-06-30,드럼통( ),1,3000,3000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-30,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-30,양변기(물통포함),1,5000,5000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,컴퓨터(키보드(모든규격)),1,0,0,2024-07-02
결제,2024-06-30,프린터(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-30,온풍기( ),1,5000,5000,2024-07-02
결제,2024-06-30,냉장고(300L 미만),1,5000,5000,2024-07-02
결제,2024-06-30,컴퓨터(본체(모든규격)),1,0,0,2024-07-02
결제,2024-06-30,컴퓨터(모니터(모든규격)),1,0,0,2024-07-02
결제,2024-06-30,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-30,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-30,화장대(거울포함),1,5000,5000,2024-07-02
미결제,2024-06-30,어린이침대(세트),1,8000,8000,2024-07-02
미결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
미결제,2024-06-30,"컴퓨터책상세트(작은서랍장,책장포함)",1,8000,8000,2024-07-02
결제,2024-06-30,콘솔( ),1,2000,2000,2024-07-02
결제,2024-06-30,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-30,골프가방( ),1,3000,3000,2024-07-02
결제,2024-06-30,골프가방( ),1,3000,3000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,"식탁(의자별도)(대리석, 6인용이상)",1,13000,13000,2024-07-02
결제,2024-06-30,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-30,장식장(90x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-30,화장대(거울포함),1,5000,5000,2024-07-02
미결제,2024-06-30,화장대(거울포함),1,5000,5000,2024-07-02
미결제,2024-06-30,장식장(90x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-30,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-30,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-30,전기장판( ),1,3000,3000,2024-07-02
미결제,2024-06-30,안마의자( ),1,13000,13000,2024-07-02
결제,2024-06-30,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-30,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-06-30,침대머리( ),1,2000,2000,2024-07-02
결제,2024-06-30,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-06-30,서랍장(5단 이상),1,5000,5000,2024-07-02
미결제,2024-06-30,서랍장(5단 이상),1,5000,5000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,의자(3인용이상),1,5000,5000,2024-07-02
결제,2024-06-30,의자(3인용이상),1,5000,5000,2024-07-02
결제,2024-06-30,의자(3인용이상),1,5000,5000,2024-07-02
결제,2024-06-30,의자(3인용이상),1,5000,5000,2024-07-02
결제,2024-06-30,의자(3인용이상),1,5000,5000,2024-07-02
결제,2024-06-30,의자(3인용이상),1,5000,5000,2024-07-02
결제,2024-06-30,의자(3인용이상),1,5000,5000,2024-07-02
결제,2024-06-30,수족관(받침대),1,2000,2000,2024-07-02
결제,2024-06-30,칠판(폭 1m 이상),1,3000,3000,2024-07-02
결제,2024-06-30,액자(높이 1m 이상),1,3000,3000,2024-07-02
결제,2024-06-30,칠판(폭 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-30,칠판(폭 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-30,협탁(보조책상)( ),1,2000,2000,2024-07-02
미결제,2024-06-30,소파(4인용),1,8000,8000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-30,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-30,소파(3인용),1,5000,5000,2024-07-02
결제,2024-06-30,침대(2인용세트),1,13000,13000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,의자(2인용),1,3000,3000,2024-07-02
결제,2024-06-30,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-06-30,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-30,TV(19인치 이상),1,5000,5000,2024-07-02
결제,2024-06-30,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-06-30,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-30,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-30,가정용운동매트( ),1,2000,2000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,청소기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-30,소파(2인용),1,3000,3000,2024-07-02
결제,2024-06-30,프린터(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-30,전자레인지(모든규격),1,0,0,2024-07-02
결제,2024-06-30,가스오븐레인지(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-30,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-06-30,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-30,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-30,"전기밥솥, 밥통(모든규격)",1,0,0,2024-07-02
결제,2024-06-30,"전기밥솥, 밥통(모든규격)",1,0,0,2024-07-02
결제,2024-06-30,책꽂이( ),1,2000,2000,2024-07-02
결제,2024-06-30,책꽂이( ),1,2000,2000,2024-07-02
결제,2024-06-30,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-30,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-30,재봉틀( ),1,5000,5000,2024-07-02
결제,2024-06-30,피아노(그랜드),1,13000,13000,2024-07-02
결제,2024-06-30,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-30,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-30,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,소파(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
미결제,2024-06-30,가스레인지(모든규격),1,0,0,2024-07-02
결제,2024-06-30,거울(110x120cm이상),1,5000,5000,2024-07-02
미결제,2024-06-30,선풍기(모든규격),1,0,0,2024-07-02
미결제,2024-06-30,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-06-30,프린터(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-30,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-29,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-29,거울(110x120cm이상),1,5000,5000,2024-07-02
결제,2024-06-29,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-06-29,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-06-29,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-06-29,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-29,장식장(90x180cm 미만),1,5000,5000,2024-07-02
미결제,2024-06-29,다리미(모든규격),1,0,0,2024-07-02
결제,2024-06-29,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-29,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-29,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-06-29,나무묶음(10kg이내),1,1000,1000,2024-07-02
미결제,2024-06-29,"전기밥솥, 밥통(모든규격)",1,0,0,2024-07-02
결제,2024-06-29,소파(4인용),1,8000,8000,2024-07-02
미결제,2024-06-29,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-29,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-29,TV(42인치 이상),1,8000,8000,2024-07-02
결제,2024-06-29,냉장고(500L 이상),1,11000,11000,2024-07-02
결제,2024-06-29,세탁기(10kg 이상),1,8000,8000,2024-07-02
결제,2024-06-29,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-29,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-06-29,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-06-29,가스레인지(모든규격),1,0,0,2024-07-02
결제,2024-06-29,정수기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-29,전기(가스)난로(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-06-29,전기(가스)난로(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-06-29,전기(가스)난로(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-06-29,가습기(모든규격),1,0,0,2024-07-02
결제,2024-06-29,화분(소형),1,1000,1000,2024-07-02
결제,2024-06-29,화분(소형),1,1000,1000,2024-07-02
결제,2024-06-29,신발장(높이 1m 이상),1,3000,3000,2024-07-02
결제,2024-06-29,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-06-29,소파(2인용),1,3000,3000,2024-07-02
결제,2024-06-29,가정용운동매트( ),1,2000,2000,2024-07-02
결제,2024-06-29,컴퓨터(본체(모든규격)),1,0,0,2024-07-02
결제,2024-06-29,가정용운동매트( ),1,2000,2000,2024-07-02
결제,2024-06-29,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-29,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-29,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-29,소파(4인용),1,8000,8000,2024-07-02
결제,2024-06-29,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-29,청소기(높이 1m 이상),1,5000,5000,2024-07-02
결제,2024-06-29,청소기(높이 1m 이상),1,5000,5000,2024-07-02
결제,2024-06-29,소파(2인용),1,3000,3000,2024-07-02
결제,2024-06-29,유아용카시트( ),1,2000,2000,2024-07-02
결제,2024-06-29,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-06-29,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-29,TV(42인치 이상),1,8000,8000,2024-07-02
결제,2024-06-29,타이어(림 직경 19인치 초과),1,5000,5000,2024-07-02
결제,2024-06-29,타이어(림 직경 19인치 초과),1,5000,5000,2024-07-02
결제,2024-06-29,타이어(림 직경 19인치 초과),1,5000,5000,2024-07-02
미결제,2024-06-29,"유모차,휠체어( )",1,2000,2000,2024-07-02
미결제,2024-06-29,유아용카시트( ),1,2000,2000,2024-07-02
미결제,2024-06-29,타이어(림 직경 19인치 초과),1,5000,5000,2024-07-02
미결제,2024-06-29,타이어(림 직경 19인치 초과),1,5000,5000,2024-07-02
미결제,2024-06-29,타이어(림 직경 19인치 초과),1,5000,5000,2024-07-02
결제,2024-06-29,자전거( ),1,2000,2000,2024-07-02
결제,2024-06-29,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-06-29,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-06-29,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-06-29,옷걸이( ),1,2000,2000,2024-07-02
결제,2024-06-29,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-29,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-29,청소기(높이 1m 이상),1,5000,5000,2024-07-02
결제,2024-06-29,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-29,냉장고(300L 미만),1,5000,5000,2024-07-02
미결제,2024-06-29,TV거실장(120cm 초과),1,5000,5000,2024-07-02
미결제,2024-06-29,씽크대장(쪽),1,2000,2000,2024-07-02
미결제,2024-06-29,전자레인지(모든규격),1,0,0,2024-07-02
결제,2024-06-29,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-29,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-29,전자레인지(모든규격),1,0,0,2024-07-02
미결제,2024-06-29,자전거( ),1,2000,2000,2024-07-02
결제,2024-06-29,상(4인 이하),1,2000,2000,2024-07-02
결제,2024-06-29,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-29,비데( ),1,2000,2000,2024-07-02
미결제,2024-06-29,TV거실장(120cm 초과),1,5000,5000,2024-07-02
미결제,2024-06-29,TV거실장(120cm 초과),1,5000,5000,2024-07-02
미결제,2024-06-29,서랍장(4단 이하),1,2000,2000,2024-07-02
미결제,2024-06-29,서랍장(4단 이하),1,2000,2000,2024-07-02
미결제,2024-06-29,액자(높이 1m 미만),1,2000,2000,2024-07-02
결제,2024-06-29,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-06-29,가스레인지(모든규격),1,0,0,2024-07-02
미결제,2024-06-29,가스레인지(모든규격),1,0,0,2024-07-02
미결제,2024-06-28,다리미(모든규격),1,0,0,2024-07-02
미결제,2024-06-28,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-28,전기장판( ),1,3000,3000,2024-07-02
미결제,2024-06-28,소파(4인용),1,8000,8000,2024-07-02
결제,2024-06-28,드럼통( ),1,3000,3000,2024-07-02
결제,2024-06-28,드럼통( ),1,3000,3000,2024-07-02
결제,2024-06-28,드럼통( ),1,3000,3000,2024-07-02
결제,2024-06-28,드럼통( ),1,3000,3000,2024-07-02
결제,2024-06-28,드럼통( ),1,3000,3000,2024-07-02
미결제,2024-06-28,장롱(120cm 이상),1,13000,13000,2024-07-02
미결제,2024-06-28,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-06-28,상(4인 이하),1,2000,2000,2024-07-02
결제,2024-06-28,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,블라인드( ),1,2000,2000,2024-07-02
결제,2024-06-28,블라인드( ),1,2000,2000,2024-07-02
결제,2024-06-28,매트리스( ),1,8000,8000,2024-07-02
결제,2024-06-28,청소기(높이 1m 이상),1,5000,5000,2024-07-02
미결제,2024-06-28,컴퓨터(모니터(모든규격)),1,0,0,2024-07-02
결제,2024-06-28,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-28,카페트(180x180cm 미만),1,5000,5000,2024-07-02
결제,2024-06-28,책상(일반용),1,5000,5000,2024-07-02
결제,2024-06-28,컴퓨터(모니터(모든규격)),1,0,0,2024-07-02
결제,2024-06-28,옷걸이( ),1,2000,2000,2024-07-02
결제,2024-06-28,거울(110x120cm미만),1,2000,2000,2024-07-02
결제,2024-06-28,조명(일반용),1,2000,2000,2024-07-02
결제,2024-06-28,침대(1인용세트),1,11000,11000,2024-07-02
결제,2024-06-28,청소기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-28,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-06-28,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-06-28,청소기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-06-28,전기장판( ),1,3000,3000,2024-07-02
결제,2024-06-28,유아용카시트( ),1,2000,2000,2024-07-02
미결제,2024-06-28,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,옷걸이( ),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
결제,2024-06-28,의자(1인용),1,2000,2000,2024-07-02
