결제구분,접수일자,품목 및 규격,수량,단가,합계,데이터기준일자
미결제,2024-05-02,"컴퓨터책상세트(작은서랍장,책장포함)",1,8000,8000,2024-07-02
미결제,2024-05-02,침대(1인용세트),1,11000,11000,2024-07-02
미결제,2024-05-02,침대(1인용세트),1,11000,11000,2024-07-02
결제,2024-05-02,전자레인지(모든규격),1,0,0,2024-07-02
결제,2024-05-02,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-02,책상(일반용),1,5000,5000,2024-07-02
결제,2024-05-02,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-05-02,냉장고(300L 미만),1,5000,5000,2024-07-02
결제,2024-05-02,문짝(유리문포함),1,5000,5000,2024-07-02
결제,2024-05-02,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-05-02,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-05-02,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-05-02,침대머리( ),1,2000,2000,2024-07-02
결제,2024-05-02,장판(5m당),1,2000,2000,2024-07-02
결제,2024-05-02,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-05-02,매트리스( ),1,8000,8000,2024-07-02
결제,2024-05-02,소파(1인용),1,2000,2000,2024-07-02
결제,2024-05-02,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-05-02,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-02,커튼봉( ),1,1000,1000,2024-07-02
결제,2024-05-02,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-05-02,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-05-02,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-05-02,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-05-02,욕조(유아욕조),1,2000,2000,2024-07-02
결제,2024-05-02,TV(19인치 이상),1,5000,5000,2024-07-02
미결제,2024-05-01,매트리스( ),1,8000,8000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,책상(일반용),1,5000,5000,2024-07-02
결제,2024-05-01,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
결제,2024-05-01,협탁(보조책상)( ),1,2000,2000,2024-07-02
미결제,2024-05-01,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-05-01,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-05-01,문짝(유리문포함),1,5000,5000,2024-07-02
결제,2024-05-01,침대(1인용세트),1,11000,11000,2024-07-02
결제,2024-05-01,공기청정기(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,욕조(성인욕조(1인용)),1,5000,5000,2024-07-02
결제,2024-05-01,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-05-01,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-05-01,유아용놀이매트(5m당),1,2000,2000,2024-07-02
미결제,2024-05-01,책상(일반용),1,5000,5000,2024-07-02
결제,2024-05-01,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-05-01,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-05-01,유리(1m 미만),1,2000,2000,2024-07-02
미결제,2024-05-01,장식장(90x180cm 미만),1,5000,5000,2024-07-02
미결제,2024-05-01,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
미결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,세면대(60x90cm 이상),1,5000,5000,2024-07-02
결제,2024-05-01,세면대(60x90cm 이상),1,5000,5000,2024-07-02
결제,2024-05-01,운동기구(런닝머신),1,5000,5000,2024-07-02
결제,2024-05-01,소파(4인용),1,8000,8000,2024-07-02
결제,2024-05-01,고무통(70x80cm 이하),1,2000,2000,2024-07-02
결제,2024-05-01,대나무자리(5m당),1,2000,2000,2024-07-02
결제,2024-05-01,고무통(90x100cm 미만),1,3000,3000,2024-07-02
결제,2024-05-01,고무통(90x100cm 미만),1,3000,3000,2024-07-02
결제,2024-05-01,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-05-01,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-05-01,고무통(90x100cm 미만),1,3000,3000,2024-07-02
결제,2024-05-01,고무통(90x100cm 미만),1,3000,3000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,대나무자리(5m당),1,2000,2000,2024-07-02
결제,2024-05-01,고무통(70x80cm 이하),1,2000,2000,2024-07-02
결제,2024-05-01,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-05-01,조명(일반용),1,2000,2000,2024-07-02
결제,2024-05-01,조명(일반용),1,2000,2000,2024-07-02
결제,2024-05-01,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,조명(일반용),1,2000,2000,2024-07-02
결제,2024-05-01,조명(일반용),1,2000,2000,2024-07-02
결제,2024-05-01,조명(일반용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(2인용),1,3000,3000,2024-07-02
결제,2024-05-01,의자(2인용),1,3000,3000,2024-07-02
결제,2024-05-01,TV(42인치 이상),1,8000,8000,2024-07-02
미결제,2024-05-01,액자(높이 1m 이상),1,3000,3000,2024-07-02
미결제,2024-05-01,액자(높이 1m 이상),1,3000,3000,2024-07-02
미결제,2024-05-01,액자(높이 1m 이상),1,3000,3000,2024-07-02
미결제,2024-05-01,액자(높이 1m 미만),1,2000,2000,2024-07-02
미결제,2024-05-01,액자(높이 1m 미만),1,2000,2000,2024-07-02
미결제,2024-05-01,액자(높이 1m 미만),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-05-01,문갑(쪽),1,5000,5000,2024-07-02
결제,2024-05-01,주니어장(쪽),1,11000,11000,2024-07-02
결제,2024-05-01,주니어장(쪽),1,11000,11000,2024-07-02
결제,2024-05-01,소파(4인용),1,8000,8000,2024-07-02
결제,2024-05-01,TV거실장(120cm 초과),1,5000,5000,2024-07-02
미결제,2024-05-01,탈수기(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,선풍기(모든규격),1,0,0,2024-07-02
미결제,2024-05-01,가습기(모든규격),1,0,0,2024-07-02
미결제,2024-05-01,가습기(모든규격),1,0,0,2024-07-02
미결제,2024-05-01,유리(1m 미만),1,2000,2000,2024-07-02
미결제,2024-05-01,탈수기(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,선풍기(모든규격),1,0,0,2024-07-02
미결제,2024-05-01,문짝(유리문포함),1,5000,5000,2024-07-02
미결제,2024-05-01,문짝(유리문포함),1,5000,5000,2024-07-02
미결제,2024-05-01,문짝(유리문포함),1,5000,5000,2024-07-02
결제,2024-05-01,문짝(유리문포함),1,5000,5000,2024-07-02
미결제,2024-05-01,문짝(유리문포함),1,5000,5000,2024-07-02
결제,2024-05-01,침대(1인용세트),1,11000,11000,2024-07-02
결제,2024-05-01,욕조(성인욕조(1인용)),1,5000,5000,2024-07-02
결제,2024-05-01,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-05-01,책상(유아용세트),1,5000,5000,2024-07-02
미결제,2024-05-01,캐비닛(쪽당 높이 120cm 이상),1,8000,8000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,장식장(90x180cm 미만),1,5000,5000,2024-07-02
미결제,2024-05-01,캐비닛(쪽당 높이 120cm 이상),1,8000,8000,2024-07-02
결제,2024-05-01,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-05-01,매트리스( ),1,8000,8000,2024-07-02
결제,2024-05-01,매트리스( ),1,8000,8000,2024-07-02
결제,2024-05-01,아기침대매트리스( ),1,2000,2000,2024-07-02
미결제,2024-05-01,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-05-01,신발장(높이 1m 미만),1,2000,2000,2024-07-02
결제,2024-05-01,책상(일반용),1,5000,5000,2024-07-02
결제,2024-05-01,나무묶음(10kg이내),1,1000,1000,2024-07-02
결제,2024-05-01,매트리스( ),1,8000,8000,2024-07-02
결제,2024-05-01,캣타워(높이 2m 이하),1,5000,5000,2024-07-02
미결제,2024-05-01,소파(4인용),1,8000,8000,2024-07-02
결제,2024-05-01,"에어컨(스탠드형, 66㎡(20평)미만)",1,3000,3000,2024-07-02
미결제,2024-05-01,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-05-01,유리(1m 미만),1,2000,2000,2024-07-02
결제,2024-05-01,유리(1m 미만),1,2000,2000,2024-07-02
결제,2024-05-01,유리(1m 미만),1,2000,2000,2024-07-02
결제,2024-05-01,신발장(높이 1m 미만),1,2000,2000,2024-07-02
결제,2024-05-01,유리(1m 이상),1,5000,5000,2024-07-02
결제,2024-05-01,유리(1m 이상),1,5000,5000,2024-07-02
결제,2024-05-01,유리(1m 이상),1,5000,5000,2024-07-02
결제,2024-05-01,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-05-01,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-05-01,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,상(5인 이상),1,5000,5000,2024-07-02
결제,2024-05-01,신발장(높이 1m 이상),1,3000,3000,2024-07-02
결제,2024-05-01,신발장(높이 1m 이상),1,3000,3000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,상(4인 이하),1,2000,2000,2024-07-02
결제,2024-05-01,전기장판( ),1,3000,3000,2024-07-02
결제,2024-05-01,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-05-01,소파(1인용),1,2000,2000,2024-07-02
결제,2024-05-01,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-05-01,장식장(90x180cm 미만),1,5000,5000,2024-07-02
결제,2024-05-01,전자레인지(모든규격),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
미결제,2024-05-01,프린터(높이 1m 미만),1,0,0,2024-07-02
결제,2024-05-01,커튼봉( ),1,1000,1000,2024-07-02
결제,2024-05-01,커튼봉( ),1,1000,1000,2024-07-02
결제,2024-05-01,커튼봉( ),1,1000,1000,2024-07-02
결제,2024-05-01,상(4인 이하),1,2000,2000,2024-07-02
결제,2024-05-01,침대(2인용세트),1,13000,13000,2024-07-02
결제,2024-05-01,의자(1인용),1,2000,2000,2024-07-02
미결제,2024-05-01,냉장고(1000L 이상),1,13000,13000,2024-07-02
결제,2024-04-30,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-04-30,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-04-30,소파(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-04-30,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-04-30,조명(일반용),1,2000,2000,2024-07-02
결제,2024-04-30,여행용가방( ),1,2000,2000,2024-07-02
미결제,2024-04-30,헤어드라이기(모든규격),1,0,0,2024-07-02
결제,2024-04-30,유아용카시트( ),1,2000,2000,2024-07-02
결제,2024-04-30,옥매트(2인용 이하),1,2000,2000,2024-07-02
결제,2024-04-30,옥매트(2인용 이하),1,2000,2000,2024-07-02
결제,2024-04-30,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-04-30,매트리스( ),1,8000,8000,2024-07-02
결제,2024-04-30,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-04-30,전기장판( ),1,3000,3000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-04-30,전자레인지(모든규격),1,0,0,2024-07-02
결제,2024-04-30,식기건조기( ),1,2000,2000,2024-07-02
결제,2024-04-30,청소기(높이 1m 이상),1,5000,5000,2024-07-02
결제,2024-04-30,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-04-30,다리미판( ),1,2000,2000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 미만),1,2000,2000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 미만),1,2000,2000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 미만),1,2000,2000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 미만),1,2000,2000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,캣타워(높이 2m 이하),1,5000,5000,2024-07-02
결제,2024-04-30,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-04-30,문짝(유리문포함),1,5000,5000,2024-07-02
결제,2024-04-30,문짝(유리문포함),1,5000,5000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,유아용카시트( ),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,응접탁자( ),1,5000,5000,2024-07-02
결제,2024-04-30,응접탁자( ),1,5000,5000,2024-07-02
결제,2024-04-30,응접탁자( ),1,5000,5000,2024-07-02
결제,2024-04-30,응접탁자( ),1,5000,5000,2024-07-02
결제,2024-04-30,운동기구(런닝머신),1,5000,5000,2024-07-02
결제,2024-04-30,여행용가방( ),1,2000,2000,2024-07-02
결제,2024-04-30,골프가방( ),1,3000,3000,2024-07-02
결제,2024-04-30,전기장판( ),1,3000,3000,2024-07-02
결제,2024-04-30,항아리(높이 1m 미만),1,2000,2000,2024-07-02
결제,2024-04-30,헤어드라이기(모든규격),1,0,0,2024-07-02
결제,2024-04-30,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-04-30,책상(일반용),1,5000,5000,2024-07-02
결제,2024-04-30,책상(일반용),1,5000,5000,2024-07-02
결제,2024-04-30,책상(일반용),1,5000,5000,2024-07-02
결제,2024-04-30,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-04-30,식기건조기( ),1,2000,2000,2024-07-02
결제,2024-04-30,책상(일반용),1,5000,5000,2024-07-02
결제,2024-04-30,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 이상),1,5000,5000,2024-07-02
결제,2024-04-30,매트리스( ),1,8000,8000,2024-07-02
결제,2024-04-30,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-04-30,문갑(쪽),1,5000,5000,2024-07-02
결제,2024-04-30,문갑(쪽),1,5000,5000,2024-07-02
결제,2024-04-30,침대(2인용세트),1,13000,13000,2024-07-02
결제,2024-04-30,옥·돌·황토침대(1인용),1,11000,11000,2024-07-02
결제,2024-04-30,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,장판(5m당),1,2000,2000,2024-07-02
결제,2024-04-30,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-04-30,장롱(120cm 이상),1,13000,13000,2024-07-02
결제,2024-04-30,침대머리( ),1,2000,2000,2024-07-02
결제,2024-04-30,칸막이·파티션(110x120cm 미만),1,2000,2000,2024-07-02
결제,2024-04-30,TV(19인치 이상),1,5000,5000,2024-07-02
결제,2024-04-30,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,상(5인 이상),1,5000,5000,2024-07-02
결제,2024-04-30,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-04-30,상(4인 이하),1,2000,2000,2024-07-02
결제,2024-04-30,응접탁자( ),1,5000,5000,2024-07-02
결제,2024-04-30,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-04-30,소파(3인용),1,5000,5000,2024-07-02
결제,2024-04-30,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-04-30,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,컴퓨터(모니터(모든규격)),1,0,0,2024-07-02
미결제,2024-04-30,선풍기(모든규격),1,0,0,2024-07-02
결제,2024-04-30,옷걸이( ),1,2000,2000,2024-07-02
결제,2024-04-30,카페트(180x180cm 이상),1,8000,8000,2024-07-02
결제,2024-04-30,책상(일반용),1,5000,5000,2024-07-02
결제,2024-04-30,소파(3인용),1,5000,5000,2024-07-02
결제,2024-04-30,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-04-30,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-04-30,소파(3인용),1,5000,5000,2024-07-02
결제,2024-04-30,매트리스( ),1,8000,8000,2024-07-02
결제,2024-04-30,침대(2인용세트),1,13000,13000,2024-07-02
결제,2024-04-30,"침대틀(1,2인용)",1,8000,8000,2024-07-02
결제,2024-04-30,유아용놀이매트(5m당),1,2000,2000,2024-07-02
결제,2024-04-30,TV거실장(120cm 이하),1,3000,3000,2024-07-02
미결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-30,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-04-30,"컴퓨터책상세트(작은서랍장,책장포함)",1,8000,8000,2024-07-02
미결제,2024-04-29,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-29,유아용카시트( ),1,2000,2000,2024-07-02
결제,2024-04-29,유아용카시트( ),1,2000,2000,2024-07-02
결제,2024-04-29,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-04-29,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-04-29,서랍장(5단 이상),1,5000,5000,2024-07-02
결제,2024-04-29,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-04-29,소파(1인용),1,2000,2000,2024-07-02
결제,2024-04-29,소파(1인용),1,2000,2000,2024-07-02
결제,2024-04-29,소파(1인용),1,2000,2000,2024-07-02
결제,2024-04-29,소파(1인용),1,2000,2000,2024-07-02
결제,2024-04-29,소파(1인용),1,2000,2000,2024-07-02
결제,2024-04-29,소파(1인용),1,2000,2000,2024-07-02
결제,2024-04-29,소파(1인용),1,2000,2000,2024-07-02
결제,2024-04-29,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-04-29,책장(5단 이상),1,5000,5000,2024-07-02
결제,2024-04-29,협탁(보조책상)( ),1,2000,2000,2024-07-02
결제,2024-04-29,"빨래건조대,이불( )",1,2000,2000,2024-07-02
결제,2024-04-29,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-04-29,책상(일반용),1,5000,5000,2024-07-02
결제,2024-04-29,유리(1m 이상),1,5000,5000,2024-07-02
결제,2024-04-29,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-29,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-29,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-29,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-29,소파(4인용),1,8000,8000,2024-07-02
결제,2024-04-29,식탁(의자별도)(6인용미만),1,3000,3000,2024-07-02
결제,2024-04-29,가습기(모든규격),1,0,0,2024-07-02
결제,2024-04-29,화장실장식장( ),1,2000,2000,2024-07-02
결제,2024-04-29,TV거실장(120cm 초과),1,5000,5000,2024-07-02
결제,2024-04-29,아기침대매트리스( ),1,2000,2000,2024-07-02
결제,2024-04-29,온풍기( ),1,5000,5000,2024-07-02
미결제,2024-04-29,매트리스( ),1,8000,8000,2024-07-02
미결제,2024-04-29,청소기(높이 1m 미만),1,0,0,2024-07-02
결제,2024-04-29,"유모차,휠체어( )",1,2000,2000,2024-07-02
결제,2024-04-29,전자레인지(모든규격),1,0,0,2024-07-02
결제,2024-04-29,양변기(물통포함),1,5000,5000,2024-07-02
결제,2024-04-29,양변기(물통포함),1,5000,5000,2024-07-02
결제,2024-04-29,의자(1인용),1,2000,2000,2024-07-02
결제,2024-04-29,서랍장(5단 이상),1,5000,5000,2024-07-02
결제,2024-04-29,책장(4단 이하),1,2000,2000,2024-07-02
결제,2024-04-29,서랍장(4단 이하),1,2000,2000,2024-07-02
결제,2024-04-29,책상(일반용),1,5000,5000,2024-07-02
결제,2024-04-29,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-04-29,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-04-29,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-04-29,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-04-29,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-04-29,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-04-29,장롱(120cm 미만),1,11000,11000,2024-07-02
결제,2024-04-29,책꽂이( ),1,2000,2000,2024-07-02
결제,2024-04-29,의자(1인용),1,2000,2000,2024-07-02
