법정동코드,시도명,시군구명,법정동명,도로명코드,도로명,행정동코드,행정동명,우편번호,업체코드,데이터기준일자
4127110300,경기도,안산시 상록구,사동,413000000000,한양대학로,4127153500,사3동,15588,5,2023-11-09
4127110300,경기도,안산시 상록구,사동,413000000000,용신로,4127153500,사3동,15588,5,2023-11-09
4127110300,경기도,안산시 상록구,사동,413000000000,항가울로,4127152000,사1동,15589,7,2023-11-09
4127110300,경기도,안산시 상록구,사동,413000000000,후곡1길,4127152000,사1동,15589,7,2023-11-09
4127110300,경기도,안산시 상록구,사동,413000000000,후곡안길,4127152000,사1동,15589,7,2023-11-09
4127110300,경기도,안산시 상록구,사동,413000000000,후곡2길,4127152000,사1동,15589,7,2023-11-09
4127110300,경기도,안산시 상록구,사동,413000000000,후곡로,4127152000,사1동,15589,7,2023-11-09
4127110300,경기도,안산시 상록구,사동,413000000000,후곡3길,4127152000,사1동,15589,7,2023-11-09
4127110300,경기도,안산시 상록구,사동,413000000000,후곡2길,4127152000,사1동,15585,7,2023-11-09
4127110300,경기도,안산시 상록구,사동,413000000000,후곡3안길,4127152000,사1동,15589,7,2023-11-09
4127110300,경기도,안산시 상록구,사동,413000000000,후곡4길,4127152000,사1동,15589,7,2023-11-09
4127110300,경기도,안산시 상록구,사동,413000000000,후곡5길,4127152000,사1동,15589,7,2023-11-09
